display_name,unit_price,unit_size,size_format
Garbanzo cocido Hacendado,0.75,0.57,kg
Garbanzo cocido Hacendado,0.70,0.295,kg
Garbanzo cocido Pedrosillano Hacendado,0.95,0.57,kg
Garbanzo Hacendado,2.20,1.0,kg
Garbanzo Pedrosillano Hacendado,1.94,1.0,kg
Garbanzo lechoso Andaluz Hacendado,2.50,1.0,kg
Alubia cocida blanca Hacendado,0.80,0.57,kg
Alubia cocida blanca Hacendado,0.70,0.295,kg
Alubia cocida roja Hacendado,1.25,0.57,kg
Alubia cocida pinta Hacendado,1.25,0.57,kg
Alubia blanca Hacendado,2.55,1.0,kg
Alubia negra Hacendado,2.50,1.0,kg
Alubia roja Hacendado,3.20,1.0,kg
Alubia cocida granja Hacendado,1.75,0.57,kg
Alubia pinta Hacendado,2.50,1.0,kg
Lenteja pardina Hacendado,2.10,1.0,kg
Lenteja cocida Hacendado,0.80,0.57,kg
Lenteja cocida Hacendado,0.70,0.295,kg
Lenteja Hacendado,2.03,1.0,kg
Soja texturizada Luengo,2.70,0.2,kg
Fideo cabello de ángel Hacendado,0.80,0.5,kg
Fideuá Hacendado,0.80,0.5,kg
Fideo grueso Hacendado,0.80,0.5,kg
Pasta estrellas Hacendado,0.80,0.5,kg
Pasta maravilla Hacendado,0.80,0.5,kg
Pasta piñones Hacendado,0.80,0.5,kg
Fideo mediano Hacendado,0.80,0.5,kg
Fideo al huevo Hacendado,1.40,0.5,kg
Pasta infantil Dinos vegetales Hacendado,1.25,0.5,kg
Pasta estrellas sin gluten Felicia,2.05,0.5,kg
Pajaritas vegetales Hacendado,1.05,0.5,kg
Pasta penne integral Hacendado,1.20,0.5,kg
Pasta tortiglioni Armando,1.40,0.5,kg
Hélices con vegetales Hacendado,1.55,1.0,kg
Macarrón fino Hacendado,0.80,0.5,kg
Macarrón al huevo Hacendado,1.40,0.5,kg
Macarrón Hacendado,1.20,1.0,kg
Pasta penne Armando,1.40,0.5,kg
Pasta fusilli 100% lentejas rojas Felicia,1.66,0.25,kg
Pasta trottole vegetales Hacendado,1.25,0.5,kg
Pasta fusilli Armando,1.40,0.5,kg
Pasta tiburón Hacendado,0.80,0.5,kg
Hélices Hacendado,0.80,0.5,kg
Macarrón Hacendado,0.80,0.5,kg
Pasta fusilli sin gluten Felicia,2.05,0.5,kg
Pasta penne rigate Hacendado,0.80,0.5,kg
Tallarines Hacendado,0.80,0.5,kg
Spaghetti integral Hacendado,1.20,0.5,kg
Spaghetti fino Hacendado,0.80,0.5,kg
Nidos al huevo Hacendado,1.40,0.5,kg
Spaghetti al huevo Hacendado,1.40,0.5,kg
Spaghetti Hacendado,1.20,1.0,kg
Spaghetti Hacendado,0.80,0.5,kg
Spaghetti sin gluten Felicia,2.05,0.5,kg
Pasta fresca tagliatelle al huevo Hacendado,1.20,0.25,kg
Spaghetti Armando,1.40,0.5,kg
Noodles de arroz Hacendado,1.45,0.2,kg
Tortellini carne Pagani,1.40,0.25,kg
Pasta fresca tortellini carne Hacendado,1.90,0.25,kg
Pasta fresca ravioli ricotta y espinacas Hacendado,1.90,0.25,kg
Tortellini tres quesos Pagani,1.40,0.25,kg
Pasta fresca gnocchi Hacendado,1.10,0.5,kg
Pasta fresca girasoles quesos Hacendado,1.90,0.25,kg
Pasta fresca medialunas parmigiano reggiano y trufa Hacendado,2.60,0.25,kg
Pasta fresca medialunas calabaza y crema de quesos Hacendado,2.15,0.25,kg
Pasta fresca tortellini jamón y queso Hacendado,1.90,0.25,kg
Pasta fresca gnocchi quesos Hacendado,2.00,0.4,kg
Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado,2.15,0.25,kg
Pasta fresca ravioli ricotta y limón Summer Hacendado,2.15,0.25,kg
Fideos orientales Yakisoba sabor soja Hacendado,1.10,0.08,kg
Fideos orientales Yakisoba sabor soja Hacendado,0.90,0.09,kg
Fideos orientales sabor pollo Hacendado,0.90,0.065,kg
Fideos orientales sabor picante Hacendado,0.90,0.065,kg
Placas para lasaña precocidas El Pavo,1.49,0.2,kg
Placas para canelones El Pavo,1.26,0.125,kg
Azúcar blanco Hacendado,1.00,1.0,kg
Azúcar blanco en sobres Hacendado,1.55,0.35,kg
Azúcar moreno de caña Hacendado,1.85,1.0,kg
Azúcar moreno de caña en sobres Hacendado,1.60,0.35,kg
Panela azúcar moreno de caña integral Hacendado,2.05,0.5,kg
Azúcar glas Hacendado,2.60,0.5,kg
Edulcorante líquido sacarina Hacendado,0.85,0.15,l
Edulcorante en pastillas sacarina Hacendado,1.15,0.052,kg
Edulcorante en sobres sacarina Hacendado,1.05,0.06,kg
Sirope de agave Hacendado,2.60,0.35,kg
Edulcorante líquido stevia Hacendado,2.05,0.15,l
Edulcorante granulado stevia Hacendado,3.05,0.2,kg
Edulcorante en pastillas stevia Hacendado,1.85,0.009,kg
Edulcorante en sobres stevia Hacendado,2.10,0.054,kg
Edulcorante Eritritol y Sucralosa Hacendado,3.05,0.2,kg
Chicles menta fuerte gragea Hacendado,1.00,0.045,kg
Chicles menta fuerte gragea Hacendado,1.95,0.1,kg
Chicles hierbabuena gragea Hacendado,1.00,0.045,kg
Chicles hierbabuena gragea Hacendado,1.95,0.1,kg
Chicles hierbabuena lámina Hacendado,1.00,0.031,kg
Chicles menta suave gragea Hacendado,1.00,0.045,kg
Chicles fresa gragea Hacendado,1.00,0.045,kg
Chicles fresa gragea Hacendado,1.95,0.1,kg
Chicles original sabor frutas gragea Hacendado,1.00,0.045,kg
Chicles sandía lámina Hacendado,1.00,0.031,kg
Chicles XXL gragea Hacendado,1.80,0.1,kg
Chicles jengibre gragea Hacendado,1.00,0.045,kg
Chicles eucalipto gragea Hacendado,1.00,0.045,kg
"Chicles Melones ácidos Hacendado sabor melón, fresa, melocotón y frambuesa",1.15,0.1,kg
Caramelos nata Hacendado 0% azúcares,1.15,0.09,kg
Caramelos café Hacendado 0% azúcares,1.15,0.09,kg
Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,1.00,0.09,kg
Caramelos eucaliptus mentol Respiral Halls,1.95,0.15,kg
Caramelos cítricos mix Halls,2.95,0.128,kg
Caramelos limón mentol Respiral Halls,1.95,0.15,kg
Caramelos original Halls,2.95,0.128,kg
Caramelos blandos Fruits Hacendado,1.60,0.3,kg
Caramelos miel sabor limón Pifarré,1.15,0.125,kg
Caramelos regaliz mentol Respiral Halls,1.95,0.15,kg
Caramelos jengibre y própolis Hacendado 0% azúcares,1.35,0.09,kg
Caramelos Mix Fruits Hacendado 0% azúcares,1.20,0.1,kg
Caramelos con palo Cherry Stick Hacendado con chicle sabor cereza,1.45,0.105,kg
Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,1.50,0.093,kg
Caramelos sabor lima Hacendado 0% azúcares,1.50,0.093,kg
Chocolate negro 85% cacao Hacendado,1.95,0.1,kg
Chocolate negro fundir Hacendado,2.40,0.2,kg
Porciones de Chocolate negro 72% cacao extrafino Hacendado,3.65,0.2,kg
Chocolate 70% negro Valor 0% azúcares añadidos,2.80,0.1,kg
Chocolate negro 72% de cacao Hacendado,1.85,0.1,kg
Chocolate negro 55% cacao Hacendado con almendras,2.60,0.2,kg
Chocolate puro Valor,4.95,0.3,kg
Chocolate puro Valor con almendras enteras,4.95,0.25,kg
Chocolate negro relleno de mousse Hacendado,2.35,0.14,kg
Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta,2.40,0.2,kg
Gotas de chocolate negro para fundir Hacendado,2.75,0.25,kg
Chocolate negro 72% de cacao Hacendado con almendras enteras,3.05,0.2,kg
Porciones de Chocolate negro 85% cacao extrafino Hacendado,3.80,0.2,kg
Chocolate negro 72% cacao Hacendado con trozos de naranja,1.95,0.1,kg
Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos,2.35,0.1,kg
Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,3.40,0.2,kg
99% cacao negro Hacendado,2.70,0.1,kg
Chocolate negro 55% cacao Hacendado,1.75,0.15,kg
Chocolate negro 72% de cacao Hacendado con almendras enteras,3.05,0.15,kg
Chocolate con leche classic Hacendado,1.60,0.15,kg
Chocolate con leche extrafino Nestlé,1.85,0.125,kg
Chocolate con leche Milka,2.15,0.15,kg
Chocolate extrafino con leche Hacendado almendras enteras,2.00,0.2,kg
Chocolate con leche Valor almendras enteras,4.95,0.25,kg
Chocolate con leche Hacendado avellanas troceadas,1.65,0.15,kg
Chocolate extrafino con leche Hacendado 0% azúcares añadidos,1.35,0.1,kg
Chocolate con leche Valor almendras enteras,4.00,0.15,kg
Chocolate con leche Milka galleta,4.50,0.3,kg
Chocolate con leche Hacendado almendras troceadas,1.65,0.15,kg
Chocolate con leche Fussion Hacendado relleno crema de fresa,1.35,0.11,kg
Fideos de chocolate Hacendado,1.75,0.1,kg
Chocolate con leche fundir Hacendado,2.40,0.2,kg
Chocolate con leche Fussion Hacendado relleno de galleta caramelizada,1.35,0.11,kg
Chocolate blanco Hacendado,1.15,0.1,kg
Chocolate blanco fundir Hacendado,2.25,0.2,kg
Chocolate blanco Fussion Hacendado relleno de crema de galleta y cacao,1.35,0.11,kg
Chocolate blanco Fussion Hacendado relleno de crema de pistacho y masa filo tostada,1.95,0.105,kg
Barritas de barquillo Huesitos bañadas de chocolate con leche,2.60,0.2,kg
Barritas de chocolate con leche Hacendado rellenas de leche,2.20,0.2,kg
Barritas de barquillo Kit-Kat bañadas de chocolate con leche,3.75,0.2075,kg
"Barritas de barquillo Meivel rellenas de turrón Viena, cacahuete y sabor a limón",2.55,0.18,kg
Barritas de barquillo Tokke original,1.45,0.141,kg
Disquitos Pintarolas de chocolate con leche coloreados,2.15,0.2,kg
Cacahuetes Hacendado chocolate negro,2.45,0.25,kg
Cacahuetes Hacendado chocolate con leche,2.45,0.25,kg
Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,1.85,0.2,kg
Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados,2.00,0.18,kg
Huevos sorpresa de chocolate Hacendado dibujo,1.90,0.06,kg
Huevos sorpresa de chocolate Hacendado dibujo,1.90,0.06,kg
Huevo sorpresa de chocolate Hacendado,1.65,0.05,kg
Huevo sorpresa disquitos con crema de avellana,1.25,0.025,kg
"Bolas de cereal bañadas Hacendado de chocolate negro, con leche y blanco",2.65,0.2,kg
Barritas de barquillo Hacendado con relleno de avellana cubiertas de chocolate con leche,1.80,0.123,kg
"Barritas Peanuts Hacendado bañadas de chocolate con leche y rellenas con caramelo, cacahuetes tostados y crema azucarada",1.95,0.216,kg
Mix mini barritas Hacendado de chocolate,3.50,0.395,kg
Barritas crujientes Hacendado recubiertas de chocolate con leche,1.95,0.135,kg
Barritas crujientes Hacendado recubiertas de coco,1.80,0.11,kg
"Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra",5.50,0.47,kg
Surtido bombones Caja Roja Nestlé,6.95,0.198,kg
Surtido bombones Senzza de chocolate negro 70%,2.90,0.18,kg
Bombones delicias de avellana Delizze Hacendado,3.90,0.216,kg
Crema al cacao con avellanas Hacendado,1.95,0.5,kg
Crema de avellanas y cacao Hacendado,2.40,0.4,kg
Crema al cacao con avellanas Nutella,3.95,0.35,kg
Crema al cacao con avellanas Nocilla original,3.85,0.36,kg
Dulce de leche Chimbote,2.71,0.43,kg
Crema al cacao con avellanas Hacendado de 2 sabores,1.95,0.5,kg
Crema al cacao y leche con avellanas Nocilla,3.85,0.36,kg
Crema de cacahuete 100% Hacendado,2.85,0.5,kg
Golosinas Xuxes Top Ten Hacendado,1.25,0.135,kg
Golosinas Rega Red Hacendado sabor fresa,1.00,0.1,kg
Golosinas Moras Hacendado,1.10,0.2,kg
Golosinas Nubi Mallow Hacendado,1.00,0.15,kg
Caramelo Pikotas masticable Dulciora,1.45,0.1,kg
Golosinas tubos Hacendado sabor fresa y nata,1.75,0.32,kg
Golosinas Boca Fruit Hacendado,1.20,0.2,kg
Grageas de regaliz Hacendado,1.45,0.15,kg
Surtido de caramelos Diver Xuxes Hacendado,2.35,0.3,kg
Golosinas Rega Relli Hacendado rellena con zumo de fruta,1.00,0.15,kg
Golosinas Rega Black Hacendado,1.00,0.1,kg
Golosinas Dentaduras Hacendado,1.15,0.1,kg
Golosinas Mix Hacendado,1.60,0.3,kg
Golosinas Fresi Pink Mix Hacendado,1.60,0.3,kg
Golosinas Mix azúcar Hacendado,1.60,0.3,kg
"Golosinas Rega Red Mix Hacendado sabor fresa, nata y tutti frutti",1.60,0.3,kg
Golosinas Mix con pica Hacendado,1.60,0.3,kg
Cono de golosinas celebración Hacendado,1.25,1.0,ud
Golosinas Mini Mix con pica Hacendado,1.60,0.3,kg
Golosinas tubos rellenos Hacendado sabor nata y fresa,1.75,0.28,kg
Golosinas tubos pica Hacendado sabor fresa y nata,1.75,0.28,kg
Golosinas Tropical Jelly Hacendado,1.60,0.3,kg
Mermelada de fresa Hacendado,1.55,0.4,kg
Mermelada de fresa monodosis Hacendado,1.50,0.25,kg
Mermelada de tomate Hacendado,1.95,0.44,kg
Mermelada de arándanos Hacendado,1.85,0.33,kg
Mermelada de melocotón Hacendado,1.45,0.44,kg
Mermelada de melocotón monodosis Hacendado,1.50,0.25,kg
Mermelada de naranja amarga Hacendado,1.35,0.44,kg
Mermelada de albaricoque Hacendado,1.60,0.44,kg
Mermelada de higo Hacendado,1.95,0.34,kg
Mermelada de ciruela y kiwi Hacendado,1.70,0.34,kg
Mermelada de frambuesa Hacendado,2.45,0.34,kg
Miel de flores Hacendado,4.60,1.0,kg
Miel de flores Hacendado,3.05,0.5,kg
Miel de naranjo Hacendado,4.05,0.5,kg
Cebolla caramelizada Hacendado,1.70,0.19,kg
Confitura de fresa Hacendado 0% azúcares añadidos,1.60,0.38,kg
Confitura de melocotón Hacendado 0% azúcares añadidos,1.60,0.38,kg
Papilla verduritas con merluza Hero Solo +6 meses,1.75,0.235,kg
Papilla verduritas con pollo y ternera Hero Solo +6 meses,1.75,0.235,kg
Papilla arroz con pollo Hero Solo +6 meses,1.75,0.235,kg
Papilla verduritas con pollo Hero Solo buenas noches +6 meses,3.00,0.38,kg
Papilla verduritas con delicias de pavo Hero Solo natur +6 meses,1.75,0.235,kg
Papilla zanahorias baby con ternera Hero Solo +6 meses,1.75,0.235,kg
Papilla zanahorias con arroz en caldito de pollo Hero Solo +6 meses,1.75,0.235,kg
Papilla lentejas con verduritas Hero Solo recetas caseras +8 meses,3.00,0.38,kg
Papilla fresa y plátano Hacendado +8 meses,0.90,0.12,kg
Papilla fruta variada Hacendado +6 meses,0.90,0.12,kg
Papilla plátano y manzana Hacendado +6 meses,0.90,0.12,kg
Papilla fruta variada Hacendado +4 meses,2.75,0.52,kg
Papilla cuatro frutas con avena Hacendado +8 meses,2.75,0.52,kg
"Papilla plátano, mandarina y pera +4 meses Hacendado +4 meses",2.75,0.52,kg
Papilla pera y manzana Hacendado +4 meses,2.75,0.52,kg
"Papilla plátano, fresa, arándanos y avena Hacendado +8 meses",0.90,0.12,kg
Papilla tres frutas con yogur Hacendado +8 meses,2.75,0.52,kg
Papilla fruta variada con galleta Hacendado +6 meses,0.90,0.12,kg
Postre lácteo infantil de fresa y plátano Hacendado +8 meses,0.95,0.1,kg
Postre lácteo infantil de galleta Hacendado +8 meses,0.95,0.1,kg
Postre lácteo infantil de cereales y miel Hacendado +12 meses,0.95,0.1,kg
Preparado lácteo crecimiento Peques 3 Puleva,12.00,6.0,l
Preparado lácteo crecimiento Peques 3 Puleva,2.00,1.0,l
Preparado lácteo con cereales crecimiento Peques 3 Puleva,12.00,6.0,l
Preparado lácteo con cereales crecimiento Peques 3 Puleva,2.00,1.0,l
Preparado lácteo crecimiento Hacendado +1 año,7.50,6.0,l
Preparado lácteo crecimiento Hacendado +1 año,1.25,1.0,l
Preparado lácteo cereales al cacao Peques 3 Puleva,2.00,0.6,l
Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,2.20,1.2,l
Preparado lácteo con cereales crecimiento Hacendado +1 año,9.00,6.0,l
Preparado lácteo con cereales crecimiento Hacendado +1 año,1.50,1.0,l
Leche para lactantes en polvo 1 Nativa Nestlé,11.95,0.8,kg
Leche de continuación en polvo 2 Nativa Nestlé,11.95,0.8,kg
Leche para lactantes en polvo 1 Nidina Nestlé,14.95,0.8,kg
Leche de continuación en polvo 2 Nidina Nestlé,17.95,0.8,kg
Papilla 8 cereales con galleta María Nestlé +6 meses,5.45,0.725,kg
Papilla 8 cereales con miel Nestlé +6 meses,5.45,0.725,kg
Papilla 8 cereales Hero Solo +6 meses,3.50,0.41,kg
Papilla sin gluten crema de arroz Hero Solo +4 meses,2.65,0.22,kg
Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,3.30,1.0,ud
Biberón 360 ml tetina silicona tres posiciones Deliplus +1 mes,3.80,1.0,ud
Cepillo limpiabiberón y tetina Deliplus,2.50,1.0,ud
Limpiador bebé para biberones y tetinas Deliplus,2.90,0.5,l
Chupete silicona reversible Deliplus +0 a 6 meses,2.50,1.0,ud
Chupete silicona reversible Deliplus +6 a 18 meses luminiscente,2.50,1.0,ud
Chupete silicona reversible Deliplus +18 meses,2.50,1.0,ud
Gel corporal infantil Deliplus,2.70,0.6,l
Champú infantil Deliplus,2.95,0.6,l
Gel - champú bebé para pieles atópicas Deliplus,3.70,0.6,l
Pomada del pañal sin perfume Deliplus,2.75,0.1,l
Loción corporal infantil hidratante Deliplus,3.95,0.6,l
Bálsamo facial corporal infantil pieles atópicas Deliplus,4.40,0.2,l
Agua de colonia bebé Nenuco,2.35,0.5,l
Agua de colonia fresca infantil Deliplus con notas cítricas,1.90,0.6,l
Agua perfumada bebé con notas florales Deliplus,3.20,0.1,l
"Solución fisiológica salina 0,9 % Deliplus",3.23,30.0,ud
Gasas para bebé no tejidas Deliplus,1.97,100.0,ud
Esponja anatómica para bebés Deliplus,0.90,1.0,ud
Polvos de talco Deliplus,1.70,0.2,kg
Bastoncillos algodón para bebés Deliplus,1.05,60.0,ud
Toallitas bebé frescas & perfumadas Deliplus,3.00,240.0,ud
Toallitas bebé frescas & perfumadas Deliplus,1.05,80.0,ud
Toallitas bebé frescas & perfumadas Deliplus,0.75,24.0,ud
Toallitas infantiles cara y manos Deliplus,0.75,20.0,ud
Toallitas bebé pieles con tendencia atópica Deliplus,1.70,60.0,ud
Toallitas bebé Aqua Deliplus,1.70,60.0,ud
Pañales bebé talla 1 de 2-4 kg Deliplus,6.60,30.0,ud
Pañales bebé talla 1 de 2-5 kg Dodot,16.95,58.0,ud
Pañales bebé talla 2 de 3-6 kg Deliplus,7.15,42.0,ud
Pañales bebé talla 2 de 4-8 kg Dodot,16.95,58.0,ud
Pañales bebé talla 3 de 6-10 kg Dodot,17.95,56.0,ud
Pañales bebé talla 3 de 4-10 kg Deliplus,6.95,45.0,ud
Pañales bebé talla 4 de 9-15 kg Deliplus,17.25,102.0,ud
Pañales bebé talla 4 de 9-15 kg Deliplus,5.85,34.0,ud
Pañales bebé talla 4 de 9-14 kg Dodot,17.95,58.0,ud
Pañales bebé talla 5 de 13-18 kg Deliplus,17.85,90.0,ud
Pañales bebé talla 5 de 13-18 kg Deliplus,6.05,30.0,ud
Pañales bebé talla 5 de 11-16 kg Dodot,17.95,54.0,ud
Pañales bebé talla 6 de 17-28 kg Deliplus,6.30,22.0,ud
Pañales bebé talla 6 de 13-18 kg Dodot,17.95,48.0,ud
Pañal bañador desechable talla S Deliplus de 8-14 kg,5.50,12.0,ud
Pañal bañador desechable talla M Deliplus de 12-18 kg,5.50,12.0,ud
Cambiador multiusos desechable Deliplus,4.15,10.0,ud
Pañal bebé braguita talla L de 12-18 kg Deliplus,7.40,24.0,ud
Pañal bebé braguita talla XL de 16-28 kg Deliplus,7.40,22.0,ud
Pañal junior braguita noche infantil de 17-30 kg Deliplus,10.65,16.0,ud
Pañal junior braguita noche infantil de 27-57 kg Deliplus,10.65,13.0,ud
Cerveza Clásica Steinburg,3.72,3.96,l
Cerveza Clásica Steinburg,0.31,0.33,l
Cerveza Heineken,5.52,2.64,l
Cerveza Heineken,0.86,0.33,l
Cerveza Amstel,6.00,3.96,l
Cerveza Amstel,0.50,0.33,l
Cerveza especial Mahou,6.60,3.3,l
Cerveza especial Mahou,0.85,0.33,l
Cerveza clásica Mahou,6.60,3.96,l
Cerveza clásica Mahou,0.77,0.33,l
Cerveza doble malta Voll-Damm,4.74,1.98,l
Cerveza doble malta Voll-Damm,1.02,0.33,l
Cerveza Suave Steinburg,3.60,3.96,l
Cerveza Suave Steinburg,0.30,0.33,l
Cerveza especial San Miguel,6.00,3.96,l
Cerveza especial San Miguel,0.74,0.33,l
Cerveza especial Steinburg,4.08,3.96,l
Cerveza especial Steinburg,0.34,0.33,l
Cerveza Pils Krombacher,3.90,1.98,l
Cerveza Pils Krombacher,0.65,0.33,l
Cerveza doble malta 1897,3.18,1.98,l
Cerveza doble malta 1897,0.53,0.33,l
Cerveza tostada Turia,9.96,3.96,l
Cerveza tostada Turia,0.84,0.33,l
Cerveza tostada 1897,3.00,1.98,l
Cerveza tostada 1897,0.50,0.33,l
Cerveza especial sin gluten Falke,4.00,2.64,l
Cerveza especial sin gluten Falke,0.50,0.33,l
Cerveza Amstel,7.50,6.0,l
Cerveza Amstel,1.25,1.0,l
Cerveza Amstel,6.24,3.0,l
Cerveza Amstel,0.52,0.25,l
Cerveza Clásica Steinburg,1.05,1.0,l
Cerveza Clásica Steinburg,5.40,6.0,l
Cerveza Clásica Steinburg,0.90,1.0,l
Cerveza Clásica Steinburg,3.96,3.0,l
Cerveza Clásica Steinburg,0.33,0.25,l
Cerveza reserva 1925 Alhambra,7.98,1.98,l
Cerveza reserva 1925 Alhambra,1.49,0.33,l
Cerveza Heineken,3.72,1.5,l
Cerveza Heineken,0.70,0.25,l
Cerveza tostada Turia,6.72,3.0,l
Cerveza tostada Turia,0.65,0.25,l
Cerveza El Águila sin filtrar,5.34,1.98,l
Cerveza El Águila sin filtrar,0.99,0.33,l
Cerveza especial Estrella Galicia,7.20,3.0,l
Cerveza especial Estrella Galicia,0.68,0.25,l
Cerveza extra 1906 reserva especial,6.48,1.98,l
Cerveza extra 1906 reserva especial,1.24,0.33,l
Cerveza especial mini Mahou,5.88,2.4,l
Cerveza especial mini Mahou,0.59,0.2,l
Cerveza especial 18/70 La Rubia,4.74,1.5,l
Cerveza especial 18/70 La Rubia,0.89,0.25,l
Cerveza de trigo Paulaner,7.38,1.98,l
Cerveza de trigo Paulaner,1.29,0.33,l
Cerveza especial Steinburg,4.68,3.0,l
Cerveza especial Steinburg,0.39,0.25,l
Cerveza Corona,7.92,2.13,l
Cerveza Corona,1.50,0.355,l
Cerveza Radler Steinburg con zumo natural de limón,4.92,3.96,l
Cerveza Radler Steinburg con zumo natural de limón,0.41,0.33,l
Bebida cider con gas Wild panther sabor a manzana,9.00,2.4,l
Bebida cider con gas Wild panther sabor manzana,0.75,0.2,l
Cerveza Shandy Steinburg sabor limón,4.20,3.96,l
Cerveza Shandy Steinburg sabor limón,0.35,0.33,l
Cerveza con aguardiente de agave Desperados,5.10,1.5,l
Cerveza con aguardiente de agave Desperados,1.03,0.25,l
"Cerveza Radler Falke 0,0% sin alcohol",3.60,2.64,l
"Cerveza Radler Falke 0,0% sin alcohol",0.45,0.33,l
"Cerveza 0,0% sin alcohol San Miguel",3.30,1.5,l
"Cerveza 0,0% sin alcohol San Miguel",0.56,0.25,l
"Cerveza 0,0% sin alcohol Falke",2.16,1.5,l
"Cerveza 0,0% sin alcohol Falke",0.36,0.25,l
"Cerveza 0,0% sin alcohol tostada Mahou",6.90,1.98,l
"Cerveza 0,0% sin alcohol tostada Mahou",1.15,0.33,l
"Cerveza 0,0% sin alcohol tostada Falke",3.00,1.5,l
"Cerveza 0,0% sin alcohol tostada Falke",0.50,0.25,l
"Cerveza 0,0% sin alcohol El Águila sin filtrar",5.10,1.98,l
"Cerveza 0,0% sin alcohol El Águila sin filtrar",0.85,0.33,l
